txn_id,date,year,month,day,month_index,member,member_clean,role,merchant,category,category_clean,subcategory,account,payment_method,direction,amount,signed_amount,amount_abs,income_amount,expense_amount,savings_amount,debt_amount,essential_amount,asset_amount,currency,recurring,recurring_value,essential,essential_value,source,location,location_clean,note,anomaly_issue,anomaly_severity,anomaly_score,duplicate_key
TXN00350,2021-08-27,2021,8,27,8,Household,Household,family,Savings Account,savings,savings,monthly_transfer,savings,bank_transfer,out,1216.8,-1216.8,1216.8,0,0,1216.8,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-08-27|Household|Savings Account|1216.8|savings
TXN00351,2021-08-28,2021,8,28,8,Household,Household,family,Brokerage ETF,investment,investment,etf,brokerage,bank_transfer,out,861.9,-861.9,861.9,0,0,861.9,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-08-28|Household|Brokerage ETF|861.9|investment
TXN00352,2021-09-26,2021,9,26,9,Anna,Anna,parent_salary,City Hospital,income,income,salary,checking,bank_transfer,in,8350,8350,8350,8350,0,0,0,0,0,PLN,true,1,true,1,payroll,Warsaw,Warsaw,monthly salary,,none,0,2021-09-26|Anna|City Hospital|8350|income
TXN00353,2021-09-15,2021,9,15,9,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,847.36,847.36,847.36,847.36,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-15|Marek|UX Workshop|847.36|income
TXN00354,2021-09-02,2021,9,2,9,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,782.13,782.13,782.13,782.13,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-02|Marek|UX Workshop|782.13|income
TXN00355,2021-09-03,2021,9,3,9,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,615.6,615.6,615.6,615.6,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-03|Marek|UX Workshop|615.6|income
TXN00356,2021-09-17,2021,9,17,9,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,790.69,790.69,790.69,790.69,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-17|Marek|Design Client B|790.69|income
TXN00357,2021-09-21,2021,9,21,9,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,823,823,823,823,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-21|Marek|UX Workshop|823|income
TXN00358,2021-09-29,2021,9,29,9,Marek,Marek,parent_freelance,Consulting Client,income,income,freelance,checking,bank_transfer,in,619.2,619.2,619.2,619.2,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-29|Marek|Consulting Client|619.2|income
TXN00359,2021-09-13,2021,9,13,9,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,911.5,911.5,911.5,911.5,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-09-13|Marek|Design Client A|911.5|income
TXN00360,2021-09-02,2021,9,2,9,Household,Household,family,Bank Habitat,housing,housing,mortgage_payment,mortgage,direct_debit,out,3982.72,-3982.72,3982.72,0,3982.72,0,3982.72,3982.72,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-09-02|Household|Bank Habitat|3982.72|housing
TXN00361,2021-09-05,2021,9,5,9,Household,Household,family,Car Finance,debt,debt,car_loan,loan,direct_debit,out,853.44,-853.44,853.44,0,853.44,0,853.44,853.44,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-09-05|Household|Car Finance|853.44|debt
TXN00362,2021-09-16,2021,9,16,9,Household,Household,family,Power Grid,utilities,utilities,electricity,checking,direct_debit,out,378.21,-378.21,378.21,0,378.21,0,0,378.21,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-09-16|Household|Power Grid|378.21|utilities
TXN00363,2021-09-10,2021,9,10,9,Household,Household,family,Gas Utility,utilities,utilities,gas,checking,direct_debit,out,266.88,-266.88,266.88,0,266.88,0,0,266.88,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-09-10|Household|Gas Utility|266.88|utilities
TXN00364,2021-09-11,2021,9,11,9,Household,Household,family,Water Utility,utilities,utilities,water,checking,direct_debit,out,153,-153,153,0,153,0,0,153,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-09-11|Household|Water Utility|153|utilities
TXN00365,2021-09-15,2021,9,15,9,Household,Household,family,Fiber Net,utilities,utilities,internet,checking,direct_debit,out,120.2,-120.2,120.2,0,120.2,0,0,120.2,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-09-15|Household|Fiber Net|120.2|utilities
TXN00366,2021-09-24,2021,9,24,9,Marek,Marek,family,Fresh Market,groceries,groceries,produce,credit_card,card,out,194.95,-194.95,194.95,0,194.95,0,0,194.95,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-09-24|Marek|Fresh Market|194.95|groceries
TXN00367,2021-09-01,2021,9,1,9,Marek,Marek,family,Family Grocer,groceries,groceries,produce,credit_card,card,out,253.5,-253.5,253.5,0,253.5,0,0,253.5,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-09-01|Marek|Family Grocer|253.5|groceries
TXN00368,2021-09-26,2021,9,26,9,Marek,Marek,family,Fresh Market,groceries,groceries,household_items,credit_card,card,out,292.42,-292.42,292.42,0,292.42,0,0,292.42,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-09-26|Marek|Fresh Market|292.42|groceries
TXN00369,2021-09-16,2021,9,16,9,Anna,Anna,family,Family Grocer,groceries,groceries,bakery,credit_card,card,out,260.03,-260.03,260.03,0,260.03,0,0,260.03,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-09-16|Anna|Family Grocer|260.03|groceries
TXN00370,2021-09-06,2021,9,6,9,Anna,Anna,family,Local Butcher,groceries,groceries,household_items,credit_card,card,out,227.19,-227.19,227.19,0,227.19,0,0,227.19,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-09-06|Anna|Local Butcher|227.19|groceries
TXN00371,2021-09-23,2021,9,23,9,Marek,Marek,family,Green Farm,groceries,groceries,household_items,credit_card,card,out,193.03,-193.03,193.03,0,193.03,0,0,193.03,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-09-23|Marek|Green Farm|193.03|groceries
TXN00372,2021-09-30,2021,9,30,9,Marek,Marek,family,Local Butcher,groceries,groceries,bakery,credit_card,card,out,254.99,-254.99,254.99,0,254.99,0,0,254.99,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-09-30|Marek|Local Butcher|254.99|groceries
TXN00373,2021-09-08,2021,9,8,9,Anna,Anna,family,Fresh Market,groceries,groceries,weekly_shop,credit_card,card,out,221.02,-221.02,221.02,0,221.02,0,0,221.02,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-09-08|Anna|Fresh Market|221.02|groceries
TXN00374,2021-09-27,2021,9,27,9,Anna,Anna,family,Fuel Station,transport,transport,service,credit_card,card,out,102.29,-102.29,102.29,0,102.29,0,0,102.29,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-09-27|Anna|Fuel Station|102.29|transport
TXN00375,2021-09-12,2021,9,12,9,Anna,Anna,family,Rail Tickets,transport,transport,service,credit_card,cash,out,107.47,-107.47,107.47,0,107.47,0,0,107.47,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-09-12|Anna|Rail Tickets|107.47|transport
TXN00376,2021-09-04,2021,9,4,9,Marek,Marek,family,Metro Pass,transport,transport,fuel,credit_card,cash,out,121.79,-121.79,121.79,0,121.79,0,0,121.79,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-09-04|Marek|Metro Pass|121.79|transport
TXN00377,2021-09-20,2021,9,20,9,Marek,Marek,family,Rail Tickets,transport,transport,parking,credit_card,cash,out,65.92,-65.92,65.92,0,65.92,0,0,65.92,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-09-20|Marek|Rail Tickets|65.92|transport
TXN00378,2021-09-30,2021,9,30,9,Kuba,Kuba,child,Math Tutor,school,school,books,credit_card,card,out,158.34,-158.34,158.34,0,158.34,0,0,158.34,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-09-30|Kuba|Math Tutor|158.34|school
TXN00379,2021-09-23,2021,9,23,9,Kuba,Kuba,child,Art Class,school,school,tuition,credit_card,card,out,155.12,-155.12,155.12,0,155.12,0,0,155.12,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-09-23|Kuba|Art Class|155.12|school
TXN00380,2021-09-16,2021,9,16,9,Kuba,Kuba,child,Art Class,school,school,books,credit_card,card,out,146.99,-146.99,146.99,0,146.99,0,0,146.99,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-09-16|Kuba|Art Class|146.99|school
TXN00381,2021-09-01,2021,9,1,9,Luna,Luna,dog,Pet Insurance,dog,dog,food,credit_card,card,out,113.99,-113.99,113.99,0,113.99,0,0,113.99,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-09-01|Luna|Pet Insurance|113.99|dog
TXN00382,2021-09-16,2021,9,16,9,Luna,Luna,dog,Pet Insurance,dog,dog,vet,credit_card,card,out,98.98,-98.98,98.98,0,98.98,0,0,98.98,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-09-16|Luna|Pet Insurance|98.98|dog
TXN00383,2021-09-14,2021,9,14,9,Luna,Luna,dog,Pet Food Store,dog,dog,vet,credit_card,card,out,141.86,-141.86,141.86,0,141.86,0,0,141.86,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-09-14|Luna|Pet Food Store|141.86|dog
TXN00384,2021-09-25,2021,9,25,9,Anna,Anna,family,Dentist,healthcare,healthcare,dental,credit_card,card,out,218.52,-218.52,218.52,0,218.52,0,0,218.52,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-09-25|Anna|Dentist|218.52|healthcare
TXN00385,2021-09-11,2021,9,11,9,Household,Household,family,StreamBox,subscriptions,subscriptions,digital,credit_card,direct_debit,out,44.69,-44.69,44.69,0,44.69,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-09-11|Household|StreamBox|44.69|subscriptions
TXN00386,2021-09-19,2021,9,19,9,Household,Household,family,Cloud Drive,subscriptions,subscriptions,digital,credit_card,direct_debit,out,26.6,-26.6,26.6,0,26.6,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-09-19|Household|Cloud Drive|26.6|subscriptions
TXN00387,2021-09-15,2021,9,15,9,Household,Household,family,Music Plus,subscriptions,subscriptions,digital,credit_card,direct_debit,out,30.86,-30.86,30.86,0,30.86,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-09-15|Household|Music Plus|30.86|subscriptions
TXN00388,2021-09-23,2021,9,23,9,Household,Household,family,Kids Learn,subscriptions,subscriptions,digital,credit_card,direct_debit,out,40.43,-40.43,40.43,0,40.43,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-09-23|Household|Kids Learn|40.43|subscriptions
TXN00389,2021-09-07,2021,9,7,9,Household,Household,family,Dog Tracker,subscriptions,subscriptions,digital,credit_card,direct_debit,out,19.15,-19.15,19.15,0,19.15,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-09-07|Household|Dog Tracker|19.15|subscriptions
TXN00390,2021-09-16,2021,9,16,9,Kuba,Kuba,family,Play Center,entertainment,entertainment,weekend,credit_card,card,out,191.44,-191.44,191.44,0,191.44,0,0,0,0,PLN,false,0,false,0,card,Mokotow,Mokotow,,,none,0,2021-09-16|Kuba|Play Center|191.44|entertainment
TXN00391,2021-09-27,2021,9,27,9,Household,Household,family,Savings Account,savings,savings,monthly_transfer,savings,bank_transfer,out,1219.2,-1219.2,1219.2,0,0,1219.2,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-09-27|Household|Savings Account|1219.2|savings
TXN00392,2021-09-28,2021,9,28,9,Household,Household,family,Brokerage ETF,investment,investment,etf,brokerage,bank_transfer,out,863.6,-863.6,863.6,0,0,863.6,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-09-28|Household|Brokerage ETF|863.6|investment
TXN00393,2021-10-26,2021,10,26,10,Anna,Anna,parent_salary,City Hospital,income,income,salary,checking,bank_transfer,in,8350,8350,8350,8350,0,0,0,0,0,PLN,true,1,true,1,payroll,Warsaw,Warsaw,monthly salary,,none,0,2021-10-26|Anna|City Hospital|8350|income
TXN00394,2021-10-05,2021,10,5,10,Marek,Marek,parent_freelance,Consulting Client,income,income,freelance,checking,bank_transfer,in,618.94,618.94,618.94,618.94,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-10-05|Marek|Consulting Client|618.94|income
TXN00395,2021-10-08,2021,10,8,10,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,945.09,945.09,945.09,945.09,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-10-08|Marek|Design Client A|945.09|income
TXN00396,2021-10-04,2021,10,4,10,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,979.71,979.71,979.71,979.71,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-10-04|Marek|Design Client B|979.71|income
TXN00397,2021-10-21,2021,10,21,10,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,747.26,747.26,747.26,747.26,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-10-21|Marek|Design Client A|747.26|income
TXN00398,2021-10-02,2021,10,2,10,Household,Household,family,Bank Habitat,housing,housing,mortgage_payment,mortgage,direct_debit,out,3990.56,-3990.56,3990.56,0,3990.56,0,3990.56,3990.56,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-10-02|Household|Bank Habitat|3990.56|housing
TXN00399,2021-10-05,2021,10,5,10,Household,Household,family,Car Finance,debt,debt,car_loan,loan,direct_debit,out,855.12,-855.12,855.12,0,855.12,0,855.12,855.12,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-10-05|Household|Car Finance|855.12|debt
TXN00400,2021-10-12,2021,10,12,10,Household,Household,family,Power Grid,utilities,utilities,electricity,checking,direct_debit,out,362.18,-362.18,362.18,0,362.18,0,0,362.18,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-10-12|Household|Power Grid|362.18|utilities
TXN00401,2021-10-11,2021,10,11,10,Household,Household,family,Gas Utility,utilities,utilities,gas,checking,direct_debit,out,295.04,-295.04,295.04,0,295.04,0,0,295.04,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-10-11|Household|Gas Utility|295.04|utilities
TXN00402,2021-10-11,2021,10,11,10,Household,Household,family,Water Utility,utilities,utilities,water,checking,direct_debit,out,192.9,-192.9,192.9,0,192.9,0,0,192.9,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-10-11|Household|Water Utility|192.9|utilities
TXN00403,2021-10-06,2021,10,6,10,Household,Household,family,Fiber Net,utilities,utilities,internet,checking,direct_debit,out,123.45,-123.45,123.45,0,123.45,0,0,123.45,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-10-06|Household|Fiber Net|123.45|utilities
TXN00404,2021-10-23,2021,10,23,10,Marek,Marek,family,Family Grocer,groceries,groceries,weekly_shop,credit_card,card,out,251.05,-251.05,251.05,0,251.05,0,0,251.05,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-23|Marek|Family Grocer|251.05|groceries
TXN00405,2021-10-27,2021,10,27,10,Anna,Anna,family,Green Farm,groceries,groceries,weekly_shop,credit_card,card,out,229.36,-229.36,229.36,0,229.36,0,0,229.36,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-27|Anna|Green Farm|229.36|groceries
TXN00406,2021-10-18,2021,10,18,10,Anna,Anna,family,Local Butcher,groceries,groceries,weekly_shop,credit_card,card,out,264.53,-264.53,264.53,0,264.53,0,0,264.53,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-18|Anna|Local Butcher|264.53|groceries
TXN00407,2021-10-30,2021,10,30,10,Marek,Marek,family,Local Butcher,groceries,groceries,bakery,credit_card,card,out,242.64,-242.64,242.64,0,242.64,0,0,242.64,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-30|Marek|Local Butcher|242.64|groceries
TXN00408,2021-10-20,2021,10,20,10,Anna,Anna,family,Family Grocer,groceries,groceries,bakery,credit_card,card,out,265.39,-265.39,265.39,0,265.39,0,0,265.39,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-10-20|Anna|Family Grocer|265.39|groceries
TXN00409,2021-10-21,2021,10,21,10,Anna,Anna,family,Green Farm,groceries,groceries,weekly_shop,credit_card,card,out,307.55,-307.55,307.55,0,307.55,0,0,307.55,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-21|Anna|Green Farm|307.55|groceries
TXN00410,2021-10-21,2021,10,21,10,Ola,Ola,family,Rail Tickets,transport,transport,tickets,credit_card,card,out,92.01,-92.01,92.01,0,92.01,0,0,92.01,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-10-21|Ola|Rail Tickets|92.01|transport
TXN00411,2021-10-25,2021,10,25,10,Anna,Anna,family,Metro Pass,transport,transport,parking,credit_card,cash,out,146.09,-146.09,146.09,0,146.09,0,0,146.09,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-10-25|Anna|Metro Pass|146.09|transport
TXN00412,2021-10-17,2021,10,17,10,Kuba,Kuba,family,Rail Tickets,transport,transport,service,credit_card,card,out,119.99,-119.99,119.99,0,119.99,0,0,119.99,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-10-17|Kuba|Rail Tickets|119.99|transport
TXN00413,2021-10-01,2021,10,1,10,Ola,Ola,family,Fuel Station,transport,transport,tickets,credit_card,card,out,120.62,-120.62,120.62,0,120.62,0,0,120.62,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-10-01|Ola|Fuel Station|120.62|transport
TXN00414,2021-10-05,2021,10,5,10,Ola,Ola,family,Metro Pass,transport,transport,tickets,credit_card,card,out,84.18,-84.18,84.18,0,84.18,0,0,84.18,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-10-05|Ola|Metro Pass|84.18|transport
TXN00415,2021-10-06,2021,10,6,10,Anna,Anna,family,Metro Pass,transport,transport,fuel,credit_card,cash,out,132.38,-132.38,132.38,0,132.38,0,0,132.38,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-10-06|Anna|Metro Pass|132.38|transport
TXN00416,2021-10-11,2021,10,11,10,Ola,Ola,child,Primary School,school,school,activities,credit_card,card,out,171.93,-171.93,171.93,0,171.93,0,0,171.93,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-10-11|Ola|Primary School|171.93|school
TXN00417,2021-10-18,2021,10,18,10,Kuba,Kuba,child,Sports Club,school,school,lunch,credit_card,card,out,151.19,-151.19,151.19,0,151.19,0,0,151.19,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-10-18|Kuba|Sports Club|151.19|school
TXN00418,2021-10-18,2021,10,18,10,Luna,Luna,dog,Vet Clinic,dog,dog,insurance,credit_card,card,out,149.79,-149.79,149.79,0,149.79,0,0,149.79,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-10-18|Luna|Vet Clinic|149.79|dog
TXN00419,2021-10-04,2021,10,4,10,Luna,Luna,dog,Dog Groomer,dog,dog,food,credit_card,card,out,146.37,-146.37,146.37,0,146.37,0,0,146.37,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-10-04|Luna|Dog Groomer|146.37|dog
TXN00420,2021-10-28,2021,10,28,10,Luna,Luna,dog,Pet Food Store,dog,dog,insurance,credit_card,card,out,85.43,-85.43,85.43,0,85.43,0,0,85.43,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-10-28|Luna|Pet Food Store|85.43|dog
TXN00421,2021-10-10,2021,10,10,10,Anna,Anna,family,Pharmacy,healthcare,healthcare,medicine,credit_card,card,out,218.65,-218.65,218.65,0,218.65,0,0,218.65,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-10-10|Anna|Pharmacy|218.65|healthcare
TXN00422,2021-10-18,2021,10,18,10,Anna,Anna,family,Optician,healthcare,healthcare,glasses,credit_card,card,out,226.29,-226.29,226.29,0,226.29,0,0,226.29,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-10-18|Anna|Optician|226.29|healthcare
TXN00423,2021-10-05,2021,10,5,10,Household,Household,family,StreamBox,subscriptions,subscriptions,digital,credit_card,direct_debit,out,45.02,-45.02,45.02,0,45.02,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-10-05|Household|StreamBox|45.02|subscriptions
TXN00424,2021-10-24,2021,10,24,10,Household,Household,family,Cloud Drive,subscriptions,subscriptions,digital,credit_card,direct_debit,out,26.8,-26.8,26.8,0,26.8,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-10-24|Household|Cloud Drive|26.8|subscriptions
TXN00425,2021-10-10,2021,10,10,10,Household,Household,family,Music Plus,subscriptions,subscriptions,digital,credit_card,direct_debit,out,31.09,-31.09,31.09,0,31.09,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-10-10|Household|Music Plus|31.09|subscriptions
TXN00426,2021-10-21,2021,10,21,10,Household,Household,family,Kids Learn,subscriptions,subscriptions,digital,credit_card,direct_debit,out,40.74,-40.74,40.74,0,40.74,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-10-21|Household|Kids Learn|40.74|subscriptions
TXN00427,2021-10-19,2021,10,19,10,Household,Household,family,Dog Tracker,subscriptions,subscriptions,digital,credit_card,direct_debit,out,19.3,-19.3,19.3,0,19.3,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-10-19|Household|Dog Tracker|19.3|subscriptions
TXN00428,2021-10-27,2021,10,27,10,Ola,Ola,family,Board Game Cafe,entertainment,entertainment,cinema,credit_card,card,out,213.45,-213.45,213.45,0,213.45,0,0,0,0,PLN,false,0,false,0,card,Piaseczno,Piaseczno,,,none,0,2021-10-27|Ola|Board Game Cafe|213.45|entertainment
TXN00429,2021-10-27,2021,10,27,10,Household,Household,family,Savings Account,savings,savings,monthly_transfer,savings,bank_transfer,out,1221.6,-1221.6,1221.6,0,0,1221.6,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-10-27|Household|Savings Account|1221.6|savings
TXN00430,2021-10-28,2021,10,28,10,Household,Household,family,Brokerage ETF,investment,investment,etf,brokerage,bank_transfer,out,865.3,-865.3,865.3,0,0,865.3,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-10-28|Household|Brokerage ETF|865.3|investment
TXN00431,2021-10-28,2021,10,28,10,Anna,Anna,family,Shop Refund,refunds,refunds,refund,checking,bank_transfer,in,278.25,278.25,278.25,278.25,0,0,0,0,0,PLN,false,0,false,0,refund,Online,Online,,,none,0,2021-10-28|Anna|Shop Refund|278.25|refunds
TXN00432,2021-11-26,2021,11,26,11,Anna,Anna,parent_salary,City Hospital,income,income,salary,checking,bank_transfer,in,8350,8350,8350,8350,0,0,0,0,0,PLN,true,1,true,1,payroll,Warsaw,Warsaw,monthly salary,,none,0,2021-11-26|Anna|City Hospital|8350|income
TXN00433,2021-11-10,2021,11,10,11,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,519.92,519.92,519.92,519.92,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-10|Marek|Design Client A|519.92|income
TXN00434,2021-11-10,2021,11,10,11,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,746.61,746.61,746.61,746.61,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-10|Marek|Design Client A|746.61|income
TXN00435,2021-11-28,2021,11,28,11,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,744.01,744.01,744.01,744.01,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-28|Marek|UX Workshop|744.01|income
TXN00436,2021-11-28,2021,11,28,11,Marek,Marek,parent_freelance,Consulting Client,income,income,freelance,checking,bank_transfer,in,792.86,792.86,792.86,792.86,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-28|Marek|Consulting Client|792.86|income
TXN00437,2021-11-28,2021,11,28,11,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,691.02,691.02,691.02,691.02,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-28|Marek|Design Client A|691.02|income
TXN00438,2021-11-17,2021,11,17,11,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,780.53,780.53,780.53,780.53,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-17|Marek|UX Workshop|780.53|income
TXN00439,2021-11-28,2021,11,28,11,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,660.51,660.51,660.51,660.51,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-28|Marek|UX Workshop|660.51|income
TXN00440,2021-11-21,2021,11,21,11,Marek,Marek,parent_freelance,Consulting Client,income,income,freelance,checking,bank_transfer,in,960.46,960.46,960.46,960.46,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-21|Marek|Consulting Client|960.46|income
TXN00441,2021-11-18,2021,11,18,11,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,615.56,615.56,615.56,615.56,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-11-18|Marek|Design Client B|615.56|income
TXN00442,2021-11-02,2021,11,2,11,Household,Household,family,Bank Habitat,housing,housing,mortgage_payment,mortgage,direct_debit,out,3998.4,-3998.4,3998.4,0,3998.4,0,3998.4,3998.4,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-11-02|Household|Bank Habitat|3998.4|housing
TXN00443,2021-11-05,2021,11,5,11,Household,Household,family,Car Finance,debt,debt,car_loan,loan,direct_debit,out,856.8,-856.8,856.8,0,856.8,0,856.8,856.8,0,PLN,true,1,true,1,bank,Warsaw,Warsaw,,,none,0,2021-11-05|Household|Car Finance|856.8|debt
TXN00444,2021-11-07,2021,11,7,11,Household,Household,family,Power Grid,utilities,utilities,electricity,checking,direct_debit,out,386.38,-386.38,386.38,0,386.38,0,0,386.38,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-11-07|Household|Power Grid|386.38|utilities
TXN00445,2021-11-11,2021,11,11,11,Household,Household,family,Gas Utility,utilities,utilities,gas,checking,direct_debit,out,294.67,-294.67,294.67,0,294.67,0,0,294.67,0,PLN,true,1,true,1,bill,Online,Online,,,none,0,2021-11-11|Household|Gas Utility|294.67|utilities
